"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"MBD3L1",-0.134902488834801,4.60125059367114,-2.67969161622234,0.00891676269243378,0.0672099838038486,-2.97644014045908,"No"
"AK7",0.121458760000421,5.51286284598363,2.67968073445618,0.00891702857307783,0.0672099838038486,-2.97646638571203,"No"
"TOM1",-0.0812103378810924,9.75922094118734,-2.67852412568185,0.00894532983519936,0.0673976713504967,-2.97925545357361,"No"
"SALL1",0.140536702147136,8.94943687766112,2.67836877059801,0.00894913746371776,0.0674007416197861,-2.97963000333152,"No"
"WFDC10B",-0.125685749070954,6.2782863273915,-2.67762911975598,0.00896728593784147,0.0675028417144486,-2.98141299938621,"No"
"ADORA2B",-0.118354179048666,8.07551479573659,-2.67753879986979,0.00896950436744477,0.0675028417144486,-2.98163069564351,"No"
"RPL13P5",-0.111095601129149,6.96355685882951,-2.67624892142681,0.00900124076953794,0.0677159756260154,-2.98473899712899,"No"
"LGR5",0.355338094647776,7.78979406602862,2.67552730529975,0.00901904005795017,0.0678241392521799,-2.98647737687911,"No"
"MICOS13",0.0796978241421158,7.78691961167023,2.67498569297273,0.0090324204174237,0.067899002629727,-2.98778186931374,"No"
"SLC7A6",-0.100478789516185,8.75281766106217,-2.67482672953718,0.00903635098349941,0.0679027996762353,-2.98816469660565,"No"
"PDAP1",0.0836988389755451,8.58773664320042,2.67442032308854,0.0090464069543467,0.0679526051746929,-2.98914334796586,"No"
"IGFBPL1",0.0841721149351464,8.26536058948717,2.67394409681938,0.00905820346901679,0.0680154421842121,-2.9902899720402,"No"
"GPC5",0.230658399474766,9.4984496430884,2.67367214472917,0.00906494621792611,0.0680260457191486,-2.99094468281514,"No"
"SLC19A1",0.085611846529801,8.65452947022875,2.67350180053846,0.00906917203659499,0.0680260457191486,-2.99135474949768,"No"
"FAM168B",-0.0901999810019785,10.3332329468566,-2.67347203414826,0.00906991065104725,0.0680260457191486,-2.99142640338983,"No"
"FXN",0.0950682564877035,8.63966435636208,2.67284617376789,0.00908545323728737,0.0681168455078471,-2.99293282556526,"No"
"SOWAHC",0.113629698709668,6.60139599578437,2.67258176119997,0.00909202692000691,0.068140359030358,-2.9935691682665,"No"
"SH3PXD2B",0.168542710643937,8.54942182412741,2.67198635635324,0.00910684539035603,0.0682256221364428,-2.99500189419193,"No"
"IGLV6-57",-0.106407391563664,7.24968615459714,-2.67182799421632,0.00911079041158982,0.06822939113296,-2.99538291707526,"No"
"SNX3",0.0932342405373152,10.5365991464142,2.67145626629738,0.00912005677628503,0.0682484927601278,-2.9962772289139,"No"
"GON7",0.115243005628717,7.85134516559432,2.67125992311737,0.00912495464009586,0.0682484927601278,-2.99674955413444,"No"
"OBSL1",-0.08749656126278,8.28640032232676,-2.67118933787679,0.00912671600313288,0.0682484927601278,-2.99691934766141,"No"
"EPHA4",-0.243439222714599,10.9566744382185,-2.67117344377602,0.00912711266241733,0.0682484927601278,-2.99695758056952,"No"
"SNORD64",-0.177845188211704,10.9622453821672,-2.67100172387268,0.00913139916980026,0.0682547985456073,-2.99737063691073,"No"
"SEC23IP",0.0969424356365121,8.45560166913967,2.67072806639516,0.00913823404630536,0.0682801407839846,-2.9980288489134,"No"
"AKAP12",-0.1168601978965,9.75234907355483,-2.67050340537603,0.00914384866204703,0.0682963496713483,-2.99856917063965,"No"
"MED7",-0.0929461712469299,7.98128817490637,-2.66937115005427,0.00917219318063498,0.0684822543953775,-3.00129172834103,"No"
"MIR17HG",0.114642942677748,5.48326928849026,2.6689484996233,0.00918279413241695,0.0685154080499079,-3.00230776317255,"No"
"VAT1",0.145242756829791,9.21024853435258,2.66889039450447,0.00918425240014771,0.0685154080499079,-3.00244743508003,"No"
"SPAG6",-0.301233826020147,6.61943754123175,-2.66867548232917,0.00918964789357754,0.0685154080499079,-3.00296401458266,"No"
"AP1S3",0.133927347301504,6.57149874147403,2.6686358847519,0.00919064232775347,0.0685154080499079,-3.00305919059356,"No"
"RCOR3",-0.102743384999023,9.34760138754259,-2.66850558023906,0.00919391542212354,0.0685154080499079,-3.00337237981928,"No"
"TBC1D4",-0.0926771217955906,8.79109618998385,-2.66776988102469,0.00921241519868625,0.0686087027411164,-3.00514040678896,"No"
"RASGRP3",0.317930946769509,7.52734778285614,2.66763957310535,0.00921569542613028,0.0686087027411164,-3.00545351944952,"No"
"PATJ",-0.128798645206949,8.31838093894915,-2.667595003894,0.00921681760579089,0.0686087027411164,-3.00556061043057,"No"
"ENO1",0.100923397275908,12.1390827090543,2.66704285041605,0.00923073022924837,0.0686607977478198,-3.00688720205384,"No"
"STRADA",-0.0891047697728791,8.21133110748553,-2.6670423289047,0.00923074337879937,0.0686607977478198,-3.00688845491712,"No"
"SNORD117",-0.233430216520421,7.42152010831111,-2.66653038413591,0.00924365992975421,0.0687086042769584,-3.00811823718061,"No"
"LPIN1",-0.10148356287193,9.7632097219447,-2.66651284698966,0.00924410268913122,0.0687086042769584,-3.00816036103281,"No"
"ZNF761",0.127278360423766,7.01929551584297,2.66576658451114,0.00926296140811381,0.0688032861475862,-3.00995265350659,"No"
"RTL8B",-0.098118335040132,9.36794495148867,-2.66573410388231,0.00926378301608775,0.0688032861475862,-3.01003065246396,"No"
"ZBTB45",-0.107299999630355,8.27485058244817,-2.66526156421497,0.0092757435523763,0.0688663162691968,-3.01116531920163,"No"
"UNK",-0.0849803803091529,8.53832529601513,-2.66463751699698,0.00929156042798244,0.0689354872608541,-3.01266353018253,"No"
"ME2",0.11045854350763,9.52601776923039,2.66459425756612,0.00929265777379681,0.0689354872608541,-3.01276737646721,"No"
"CDH4-AS2",0.118184076580317,6.19382949570575,2.66448250969606,0.00929549298533334,0.0689354872608541,-3.01303562594039,"No"
"LGALS8",-0.110025561469056,9.63621996937433,-2.66424086946903,0.00930162644925085,0.0689551761793192,-3.01361564842798,"No"
"GABRP",0.094524679288722,6.75449976742441,2.66336999554476,0.00932376204173454,0.0690934336274033,-3.01570569146051,"No"
"WWP1",0.0828602461781784,9.81047098347782,2.66311544805108,0.00933024108205839,0.0691088952905124,-3.01631648187462,"No"
"PAM",0.140068013539619,10.2300156895822,2.66301412937928,0.00933282110138231,0.0691088952905124,-3.01655958394841,"No"
"SCGB1C2",-0.122642914505169,8.03310759901274,-2.66239067095803,0.00934871136970534,0.0692007115316165,-3.01805532823654,"No"
"APOL1",-0.178321692162251,7.11947385843887,-2.66210869281336,0.00935590629995424,0.0692172880677299,-3.01873172836756,"No"
"TXN2",-0.0937238178171107,9.55561857356881,-2.66194918113045,0.00935997861415,0.0692172880677299,-3.0191143334006,"No"
"AGA",0.195509078526763,7.93832359123844,2.66189249914127,0.00936142608634334,0.0692172880677299,-3.01925028632275,"No"
"ANGPTL2",0.17192952440962,7.76103349587969,2.66147654882431,0.00937205431786208,0.0692700345797838,-3.02024787783414,"No"
"ZDHHC9",0.197686142082107,10.5326914430824,2.66071304990431,0.00939159153675783,0.069388564678774,-3.02207867147209,"No"
"DHCR7",0.151061454963285,9.29087689704767,2.66028189473858,0.00940264073235541,0.0694443171525639,-3.0231123444998,"No"
"MRPS31P5",0.130036238159097,7.54165261391662,2.66008096862132,0.00940779389075288,0.0694564984344113,-3.02359400708916,"No"
"FAM117B",-0.112341908684037,9.73386180424267,-2.65946115484328,0.00942370644324735,0.0695480762563262,-3.02507964105132,"No"
"HAUS7",-0.0826317451771956,7.94504311170983,-2.65780132633275,0.0094664399006136,0.0698374537215718,-3.02905666675674,"No"
"IQGAP3",-0.111865773503205,6.77253452003856,-2.65724200206749,0.00948087970264143,0.0699179606939959,-3.03039636647394,"No"
"IGSF21",-0.178482574102903,9.95983074932147,-2.65675885060615,0.00949336909048847,0.0699840295577363,-3.03155342669179,"No"
"MPST",0.0765501022872561,7.87519284597781,2.65539143457618,0.00952879761374677,0.0702127354164459,-3.03482718788403,"No"
"IHO1",-0.110837241690835,5.5149676466138,-2.65528820289303,0.00953147712281975,0.0702127354164459,-3.03507428000655,"No"
"ATP5MC2",-0.104456739500057,9.95151811679546,-2.65497149889694,0.0095397018467163,0.0702472175733496,-3.03583228269808,"No"
"IP6K1",-0.111714861845538,9.31255176120485,-2.654733316929,0.00954589161899857,0.0702666949734158,-3.03640230017715,"No"
"PCSK1",-0.520561115272073,9.31623634530385,-2.65377247051656,0.00957089874151102,0.0703801329360256,-3.03870136559015,"No"
"VBP1",0.137756861244042,7.76480328602891,2.65363369818416,0.00957451536194632,0.0703801329360256,-3.03903335564725,"No"
"SOD1",0.100712023584643,11.0956062096061,2.65362298315873,0.00957479466359558,0.0703801329360256,-3.03905898898593,"No"
"FLG2",-0.107421030616036,5.93498740832271,-2.65359576641885,0.00957550413804475,0.0703801329360256,-3.03912409865354,"No"
"HAP1",0.19734557116392,8.12924060891102,2.6528250841278,0.00959561378318161,0.0705017983780612,-3.04096754370538,"No"
"DDN",0.201035941308426,9.70862999061324,2.65221076250922,0.00961167092148041,0.0705936097356451,-3.04243665902435,"No"
"TRPM7",-0.0990358151878983,9.23967638234621,-2.65104940527559,0.00964209315211664,0.0707447414845172,-3.04521320211353,"No"
"SNORA16B",0.190398998342372,5.64407214434085,2.65099313994284,0.00964356926365981,0.0707447414845172,-3.04534769401534,"No"
"ZNF670",-0.133668401903297,7.21422718650916,-2.65097783333647,0.00964397086540283,0.0707447414845172,-3.04538428122234,"No"
"DRD1",-0.194604366595406,7.29765645652664,-2.65088055430387,0.0096465235450058,0.0707447414845172,-3.04561680205977,"No"
"PATE2",-0.113328313940014,6.41172777928502,-2.65030826762761,0.00966155322910635,0.0708127422681128,-3.04698456371632,"No"
"TWIST2",-0.120801119973577,7.92813298230502,-2.65019043083466,0.00966465055718577,0.0708127422681128,-3.04726616228512,"No"
"AQR",-0.0760442116784041,9.67555863300399,-2.65011960404091,0.0096665126659695,0.0708127422681128,-3.04743541443335,"No"
"VARS2",-0.113405803379939,8.58789574798496,-2.64985809271367,0.00967339088795697,0.0708307959720551,-3.04806030554724,"No"
"C1RL",-0.221455676630481,7.75585699731956,-2.64975424637299,0.00967612346730188,0.0708307959720551,-3.04830843596941,"No"
"ANP32AP1",0.106507184328555,10.4579482489249,2.64949734712061,0.00968288644338037,0.0708541373079103,-3.04892223605362,"No"
"FOCAD",-0.120556733012373,9.84950480064199,-2.64903729012287,0.00969500835309928,0.0709121388025069,-3.05002130926047,"No"
"ARL14",-0.0981997029914661,4.66517370142915,-2.64892506513822,0.00969796742640348,0.0709121388025069,-3.05028938981766,"No"
"SGSM1",-0.134773260085209,9.63124500317812,-2.64875822792929,0.00970236799376962,0.0709181566152268,-3.05068790929584,"No"
"PDE4A",-0.10944180762003,8.86271512795346,-2.6477476842168,0.00972906127749656,0.0710625655094844,-3.05310131887997,"No"
"NRBP1",-0.0891776835486251,9.90855246721571,-2.64773887003729,0.00972929439503307,0.0710625655094844,-3.05312236576973,"No"
"CTXN1",0.145646868230685,9.38934180765514,2.64744802293072,0.00973698956781,0.0710925761335903,-3.05381683056084,"No"
"FGFR3",0.21609155236251,9.74999998583408,2.64722202331419,0.00974297283293807,0.0711100701278834,-3.0543564129145,"No"
"GCG",0.133206296162895,5.4071092889368,2.64708240108689,0.00974667095282802,0.0711108790202097,-3.05468974684109,"No"
"ADAM21P1",-0.119227544599697,6.53055449787437,-2.64675541440212,0.00975533670912041,0.0711229043164197,-3.05547033689702,"No"
"FAM24B",0.109624358187272,6.57075064158719,2.64674944507751,0.00975549497232231,0.0711229043164197,-3.05548458625508,"No"
"THOC1",0.11577642849241,8.68468304506619,2.64651057928334,0.00976182987383536,0.0711429241136171,-3.05605476006732,"No"
"CACNA1B",-0.132374310949601,9.8447537529132,-2.64617330135056,0.00977078109799519,0.0711819896014549,-3.05685977084639,"No"
"SYCP3",-0.133583199603514,5.00029749870459,-2.64600991982265,0.0097751198576394,0.0711874360536318,-3.05724969699583,"No"
"PUS7",-0.112822458095575,7.34012046505444,-2.64564669344858,0.00978477196269469,0.0712301249712206,-3.05811650045754,"No"
"KLHL3",0.109701173475427,8.88649529215069,2.64551896000605,0.00978816831062932,0.0712301249712206,-3.05842129990486,"No"
"KIF6",0.227563199606252,7.87989541478725,2.64463136780601,0.0098117983660342,0.0713400510739222,-3.06053894570119,"No"
"DUSP23",0.0831572523282116,8.95899959566866,2.64459927705177,0.0098126536758535,0.0713400510739222,-3.06061549771257,"No"
"TGFB2",-0.212606248697174,10.1756808828096,-2.64454612463339,0.00981407048774584,0.0713400510739222,-3.06074229029743,"No"
"POMGNT1",0.0806615386075258,9.09024245576283,2.64350645331203,0.00984182095281828,0.0715007529252039,-3.06322194846077,"No"
"PIRT",0.258126981397435,7.67857656234793,2.64344768283856,0.009843391753664,0.0715007529252039,-3.06336209405807,"No"
"AKAP10",-0.109315271657369,8.82058889197253,-2.64309812643711,0.00985273930159585,0.0715424363280346,-3.06419560146675,"No"
"TNKS",0.0853085817415931,9.87269695308505,2.64285537220857,0.00985923557290376,0.0715633931752732,-3.06477438783389,"No"
"RPS19",0.125745233787665,10.3791708421914,2.64259602508193,0.00986618017581626,0.0715875877105438,-3.06539268664451,"No"
"VEZF1",0.129131874730449,9.35213706033979,2.64216463434226,0.00987774146645279,0.0716452503071693,-3.06642103508406,"No"
"DDX54",0.0604303044460828,8.45067104054205,2.64168065706549,0.00989072670979508,0.0716990367919072,-3.06757457198818,"No"
"CDIP1",-0.0981255775603831,8.56882588433732,-2.64161867063895,0.00989239094112224,0.0716990367919072,-3.06772230092321,"No"
"TWSG1",0.14465334940982,8.15582067043056,2.64084695212252,0.00991313156922278,0.0718231020090289,-3.06956125349438,"No"
"SYCP2L",-0.15233209803859,6.66144413002695,-2.64021646950256,0.00993010563166585,0.0719197968346774,-3.07106331677318,"No"
"ZNF143",0.121168530447356,7.06985005412313,2.63940378886376,0.0099520237896252,0.0720050347151683,-3.07299900616189,"No"
"HCRTR2",0.145220473485058,6.70376967313761,2.63937111420956,0.00995290594863783,0.0720050347151683,-3.07307682209719,"No"
"RAB39A",0.131760135897947,7.46803032065388,2.6392531972834,0.0099560900911954,0.0720050347151683,-3.07335763904813,"No"
"SULT1A2",-0.12774041967988,7.88241040720407,-2.63924156745139,0.00995640418474884,0.0720050347151683,-3.07338533470619,"No"
"DUSP21",-0.126199826988272,5.65498588517968,-2.63890476216607,0.00996550437946802,0.0720430286389526,-3.07418736938149,"No"
"CCL11",-0.12413296152102,6.98313644467766,-2.63877818358696,0.00996892637626227,0.0720430286389526,-3.07448876889162,"No"
"LINC03124",0.092619649417804,8.88253242910304,2.63819156230275,0.00998479934952731,0.0721314422396793,-3.07588542988441,"No"
"CALHM1",-0.0835295919256884,7.18614501189458,-2.63760415057963,0.0100007166808746,0.0722007582015412,-3.07728371227826,"No"
"CHD6",-0.06976558360161,9.92401609203682,-2.63756866591697,0.0100016789598664,0.0722007582015412,-3.07736817207357,"No"
"CLEC3B",-0.142055990968306,8.06079996869512,-2.63721022584549,0.0100114039077337,0.0722446522253386,-3.07822126971612,"No"
"TTK",0.167803046184969,4.25118687403777,2.63700234377579,0.0100170479491724,0.0722590762359699,-3.07871599051812,"No"
"GPR160",0.208685248590287,5.30896590020934,2.63638960667085,0.0100337006843234,0.0723528732867741,-3.08017400128019,"No"
"TNIP1",-0.0809810501006574,8.38442603852337,-2.63565894019955,0.0100535912817278,0.0724448525445335,-3.08191225457335,"No"
"FNDC7",0.204373021995715,5.77194393960251,2.63565255390932,0.0100537652903199,0.0724448525445335,-3.08192744575926,"No"
"SLC46A1",-0.105772866054819,8.33703464687884,-2.63544869028994,0.0100593214408158,0.0724502039709189,-3.08241236369646,"No"
"AGK",-0.12625431280218,9.01194444675833,-2.63535713334835,0.0100618176629138,0.0724502039709189,-3.08263013437702,"No"
"RPL6",0.076926097136651,9.37488643768226,2.63432334205224,0.0100900421137339,0.0726118976124129,-3.08508859539312,"No"
"NECAB2",0.322469147874129,9.56221784498641,2.63416889325915,0.0100942650164574,0.0726118976124129,-3.08545582098022,"No"
"PHF14",0.103863006657004,9.32840673401874,2.63413241740397,0.010095262564688,0.0726118976124129,-3.08554254526226,"No"
"NABP1",0.212787201087775,7.45785539155155,2.63182336632285,0.0101585931665927,0.0730409112591104,-3.09103045220062,"No"
"MEGF9",0.114041577480545,10.70938922988,2.63162798956444,0.0101639682828754,0.0730530613747058,-3.09149461784418,"No"
"STXBP5L",-0.19842323283271,11.060192769491,-2.63084529479008,0.0101855272935377,0.0731814815294664,-3.09335381261379,"No"
"MIR103A1",0.168014071248132,5.08120147484203,2.63057667257148,0.0101929359353988,0.073193636689511,-3.09399178468373,"No"
"ZNF704",-0.105815550866913,8.72058565376367,-2.63051622403786,0.0101946037885154,0.073193636689511,-3.09413534114297,"No"
"DMRT3",-0.130671281392504,7.18649657034819,-2.6302884033002,0.0102008918807781,0.0732122663840203,-3.09467635735163,"No"
"ARHGDIA",0.101581463805672,9.87358999959246,2.62999914670294,0.0102088807342564,0.0732430846164189,-3.09536321148474,"No"
"EFR3B",0.123307076221526,10.6814840930904,2.62977974685744,0.0102149440267066,0.0732543260377808,-3.09588414507092,"No"
"STK16",0.08875788032078,7.90257803494088,2.6296750541517,0.0102178384449611,0.0732543260377808,-3.09613271010388,"No"
"ATP4A",-0.111254260468023,7.3023631286574,-2.62936742848004,0.0102263476131612,0.0732855652530891,-3.09686303758741,"No"
"LOC100129534",-0.119446083476886,7.75931299606588,-2.62925027632846,0.0102295898226957,0.0732855652530891,-3.09714114715666,"No"
"ZNF490",-0.0921071677407195,8.37811469129839,-2.62892896371275,0.0102384869981337,0.0733228062731233,-3.09790386355509,"No"
"BCAS4",-0.0836704660030687,8.71779539111857,-2.62875091308248,0.0102434202565209,0.0733292565965418,-3.09832647790961,"No"
"ZNF681",-0.158119854645174,6.84658475343237,-2.62862947819007,0.0102467860955668,0.0733292565965418,-3.0986146974902,"No"
